,Unnamed: 0,plot_ID_from_plot,farm_ID,Object.state,Status,Accuracy,collection_date_from_plot,plot_number,plot_owner,plot_area,plot_boundary,plot_lat_long,plot_soil_type,plot_soil_color,plot_soil_quality,plot_topography,season_ID,plot_ID_from_season,validation,collection_date_from_season,farmed_season1,plot_number_season1,crop_grown_season1,secondary_crop_grown_season1,reason_for_crop_season1,production_season1,labor_type_season1,hired_labor_days_season1,hired_labor_cost_season1,tractor_season1,combine_season1,baler_season1,tiller_season1,seed_drill_season1,van_season1,motor_pump_season1,weeder_season1,sprayer_season1,harrow_season1,cart_season1,plow_season1,other_equipment_season1,used_animal_season1,animal_type_season1,secondary_animal_type_season1,labor_soil_preparation_season1,harrowing_season1,sowing_date_season1,seed_variety_season1,reason_for_seed_variety_season1,row_spacing_season1,seed_amount_season1,num_seeds_per_hole_season1,seed_cost_season1,weed_season1,weed_method_season1,ridging_season1,other_management_season1,used_fertilizer_season1,fertilizer_num_sacks_season1,fertilizer_type_season1,fertilizer_formula_season1,fertilizer_amount_season1,insecticide_season1,insecticide_brand_season1,fungicide_season1,fungicide_brand_season1,herbicide_season1,herbicide_brand_season1,harvest_date_season1,harvest_duration_season1,harvest_num_sacks_season1,kg_per_sack_season1,storage_place_season1,secondary_storage_place_season1,harvest_sold_season1,harvest_sold_place_season1,selling_date_season1,selling_duration_season1,plot_insurance_season1,insurance_premium_season1,insurance_compensation_season1,insurance_compensation_amount_season1,insurance_satisfaction_season1,farmed_season2,plot_number_season2,crop_grown_season2,reason_for_crop_season2,plot_insurance_season2,area_sown_season2,first_rainfall_date_season2,sowing_date_season2,seed_amount_demanded_season2,seed_amount_received_season2,seed_value_season2,seed_variety_season2,seed_provider_season2,seed_payment_method_season2,fertilizer1_application_season2,fertilizer1_type_season2,fertilizer1_why_not_applied_season2,fertilizer1_date_season2,fertilizer1_type_season2.1,fertilizer1_amount_season2,fertilizer1_cost_season2,fertilizer2_application_season2,fertilizer2_date_season2,fertilizer2_type_season2,fertilizer2_amount_season2,fertilize2_cost_season2,used_other_inputs_season2,other_inputs_type_season2,received_credit_season2,credit_amount_demanded_season2,credit_amount_received_season2,credit_source_season2,interest_rate_season2,farmed_dry_season,crop_grown_dry_season,fertilizer_type_dry_season,irrigation_method_dry_season,irrigation_cost_dry_season,irrigation_source_dry_season
828,828,5263,4477,Validated,Enable,2,11/16/16 11:48,3,family,0.97,10374,-14.293096934522 | 16.412905835927,Autres,yellow,good,,4767,5263,validated,11/16/16 11:48,yes,4,irrigated_rice,,all_three,0,paid,8,4000,yes,yes,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,4/6/16,certified,good,15,120,1,42000,no,,no,,yes,8,other,18 46 00 uree,400,no,,no,,yes,Samory,7/21/16,8,10,70,silo,,560,market,9/21/16,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,97000,river
829,829,5264,4481,Validated,Enable,2,9/22/16 16:32,3,family,0.98,9681,-14.292771773808 | 16.413584356821,Autres,yellow,good,,4768,5264,validated,9/22/16 16:32,yes,3,irrigated_rice,,all_three,4.8,paid,10,4000,yes,yes,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,3/10/16,certified,good,15,120,1,42000,no,,no,,yes,8,DAP/Urea,18  46  00 uree,400,no,,no,,yes,propalen,7/20/16,10,60,80,silo,,2560,market,9/20/16,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,,,98000,river
830,830,5265,4726,Validated,Enable,2,11/16/16 11:52,5,family,0.97,10133,-14.292216516533 | 16.413900161309,Autres,yellow,medium,,4769,5265,validated,10/13/16 16:12,yes,5,irrigated_rice,,all_three,2.4,paid,10,3500,yes,yes,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,3/7/16,certified,good,15,120,1,42000,no,,no,,yes,8,DAP/Urea,18  46  00,400,no,,no,,yes,propalen,7/20/16,15,30,70,silo,,2100,market,9/20/16,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,97000,river
831,831,5266,4476,Validated,Enable,2,9/22/16 16:42,5,family,1.1,10174,-14.291703027776 | 16.414422215881,Autres,black,medium,,4770,5266,validated,9/22/16 16:43,yes,5,irrigated_rice,,all_three,0,paid,15,1500,yes,yes,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,3/5/16,certified,good,15,120,1,42000,no,,no,,yes,8,DAP/Urea,18 46  00  uree,120,no,,no,,yes,Samory,8/5/16,10,10,60,other,under_sun,700,market,9/20/16,0,no,0,no,0,not_at_all,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,110000,river
832,832,5267,4712,Validated,Enable,2,9/22/16 15:51,3,family,0.94,8740.39,-14.298216666667 | 16.41287,Autres,yellow,good,,4780,5267,validated,9/22/16 15:52,yes,3,other,tomato,,0,,0,0,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,0000-00-00,,,0,0,0,0,,,,,no,0,,,0,,,,,,,0000-00-00,0,0,0,,,0,,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,no,,,,0,
833,833,5268,4711,Validated,Enable,3,9/22/16 16:25,3,family,0.91,10082,-14.29781 | 16.413278333333,Autres,black,bad,,4781,5268,validated,9/22/16 16:26,yes,3,other,tomato,all_three,1.5,family,0,0,yes,yes,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,2/12/16,Hybride,yield,10,1,1,300000,no,,no,,yes,15,NPK/Urea,9  23  30  18  46  00  uree,1200,no,,yes,fongex lobi 44,yes,Dupercallr,4/5/16,60,55,30,other,Evacuation Socas,1300,farm_gate,4/7/16,0,yes,0,no,0,not_at_all,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,91000,river
834,834,5269,4708,Validated,Enable,2,9/22/16 15:00,3,family,0.96,9868,-14.297251176255 | 16.413272575187,Autres,flooded,bad,,4782,5269,validated,9/22/16 15:02,yes,3,irrigated_rice,,all_three,0,paid,7,4000,yes,yes,no,no,no,no,no,no,yes,no,no,no,,yes,other,manual,,,3/8/16,certified,good,16,120,1,42000,no,manual,no,,yes,8,DAP/Urea,18  46  00   uree,400,no,,no,,yes,Samory,7/15/16,8,50,80,silo,,2800,market,9/21/16,1,no,0,no,0,not_at_all,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,94000,river
835,835,5270,4714,Validated,Enable,4,9/23/16 23:15,4,family,0.93,8662,-14.296976666667 | 16.414093333333,Autres,mixed,medium,flat,4783,5270,validated,9/23/16 23:16,yes,3,irrigated_rice,,all_three,4,paid,7,4000,yes,yes,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,3/10/16,certified,good,15,120,1,42000,no,,no,,yes,8,DAP/Urea,18  46  00 uree,400,no,,no,,yes,propalen,7/17/16,7,50,80,silo,,2760,market,9/21/16,1,no,0,no,0,not_at_all,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,,Bassin/Submersion,93000,river
836,836,5271,4733,Validated,Enable,2,10/28/16 8:57,3,family,0.96,10135,-14.296396253967 | 16.413903880875,Autres,mixed,medium,,4784,5271,validated,10/28/16 8:58,yes,1,irrigated_rice,,all_three,5.6,paid,5,96000,yes,no,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,3/9/16,certified,yield,15,120,1,42000,no,,no,,yes,8,DAP/Urea,18   46  00  UTRR,400,no,,no,,yes,Samory,7/9/16,4,70,80,silo,,3200,market,10/9/16,2,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,96000,river
837,837,5272,4722,Validated,Enable,2,9/30/16 15:35,3,family,0.96,9084,-14.295824383595 | 16.414290257255,Autres,black,good,,4785,5272,validated,9/22/16 14:49,yes,3,irrigated_rice,,all_three,4,paid,9,7000,yes,yes,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,4/3/16,certified,good,15,120,1,42000,no,,no,,yes,8,DAP/Urea,18  46  00   uree,400,no,,no,,yes,propalen   viden,8/17/16,7,50,70,silo,,3200,market,9/21/16,0,no,0,no,0,not_at_all,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,,,95000,river
838,838,5273,4720,Validated,Enable,2,9/23/16 4:58,3,family,0.92,8766,-14.295524378306 | 16.414773756967,Autres,mixed,,,4786,5273,validated,9/23/16 4:58,yes,3,irrigated_rice,,all_three,4,paid,10,3500,yes,yes,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,3/18/16,certified,good,25,120,1,42000,no,manual,no,,yes,8,DAP/Urea,18 46 00 uree,400,no,,no,,yes,propalen   viden,7/22/16,8,50,80,shop,,2800,market,8/19/16,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,92000,river
839,839,5274,4710,Validated,Enable,2,9/22/16 14:38,3,family,0.91,9718,-14.29502636111 | 16.415054885998,Autres,yellow,good,,4787,5274,validated,9/22/16 14:39,yes,3,irrigated_rice,,all_three,4,paid,7,91000,yes,yes,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,4/7/16,certified,good,25,120,1,42000,no,,no,,yes,8,DAP/Urea,18  46  00  uree,400,no,,no,,yes,propalen   viden,7/17/16,15,50,70,silo,,3200,market,9/21/16,1,no,0,no,0,not_at_all,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,91000,river
840,840,5275,4723,Validated,Enable,2,10/13/16 16:02,3,family,0.96,7922,-14.294618338623 | 16.415267181343,Autres,yellow,good,flat,4788,5275,validated,10/13/16 16:03,yes,3,irrigated_rice,,all_three,4,paid,10,4000,yes,yes,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,3/22/16,certified,good,15,120,1,42000,no,,no,,yes,8,DAP/Urea,18  46 00 uree,2760,no,,no,,yes,propalen  viden,8/22/16,8,50,80,silo,,2600,market,9/22/16,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,96000,river
841,841,5276,4709,Validated,Enable,2,9/23/16 4:32,3,family,0.92,8755,-14.294323022487 | 16.416012594456,Autres,black,,,4789,5276,validated,9/23/16 4:33,yes,3,irrigated_rice,,all_three,4.8,paid,8,0,yes,yes,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,no,no,3/16/16,certified,good,13,120,2,42000,no,manual,no,,yes,8,DAP/Urea,18   46  00  uree,400,no,,no,,yes,propalrn,7/21/16,7,60,80,silo,,2760,market,9/21/16,1,no,0,no,0,moderate,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,92000,river
842,842,5277,4706,Validated,Enable,4,10/28/16 9:13,3,family,0.94,9848,-14.293637615077 | 16.416266702802,Autres,black,medium,flat,4790,5277,validated,10/28/16 9:15,yes,2,irrigated_rice,,all_three,2.4,paid,20,1500,yes,no,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,,,4/2/16,certified,good,15,120,1,42000,no,,no,,yes,8,DAP/Urea,18  46  00 UREE,400,no,,no,,yes,SAMORY,8/10/16,10,30,80,silo,,2000,market,9/10/16,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,,94000,river
843,843,5282,4925,Validated,Enable,2,10/27/16 16:31,1,family,0.4,4229,-14.873504836305 | 16.62032119511,Autres,black,medium,flat,4962,5282,validated,11/2/16 13:08,yes,2,irrigated_rice,,all_three,3,family,0,0,yes,no,no,no,no,no,yes,no,no,no,yes,no,,no,,,yes,no,4/12/16,certified,,0,120,0,325,no,,yes,,yes,3,DAP/Urea,18.46.00,500,no,,no,,yes,,4/23/16,8,60,60,silo,,0,market,0000-00-00,1,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
844,844,5286,4656,Validated,Enable,2,9/29/16 17:16,2,owned,0.4,3645,-14.873614209321 | 16.620024528133,Autres,black,good,flat,4905,5286,validated,11/2/16 13:15,no,1,irrigated_rice,,all_three,1,family,0,0,no,no,no,no,no,no,no,no,no,no,no,no,,no,,,no,no,4/11/16,traditional,,0,0,0,0,no,,,,yes,2,NPK,,0,no,,no,,yes,,8/17/16,5,0,65,silo,,0,,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
845,845,5287,4547,Validated,Enable,2,10/27/16 16:29,4,family,0.4,4481,-14.873611269836 | 16.619792508549,Autres,black,good,flat,4976,5287,validated,11/2/16 13:04,yes,2,irrigated_rice,,all_three,2,family,0,0,no,no,no,no,no,no,no,no,yes,no,no,no,,no,,,no,no,4/18/16,traditional,,0,0,0,0,no,,,,yes,3,DAP/Urea,18.46.00,0,no,,no,,no,,8/22/16,8,40,65,silo,,0,,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,0,river
846,846,5297,5099,Validated,Enable,10,10/16/16 4:17,2,owned,0.6,3523,-15.9815145873 | 16.46921915829,Autres,black,good,flat,4809,5297,validated,9/23/16 0:30,yes,1,irrigated_rice,,cash,2.8,family,0,0,no,no,no,no,no,no,no,no,yes,no,no,no,,no,,,yes,no,2/16/16,certified,good yield,0,140,0,325,no,,no,,yes,3,DAP/Urea,urÈe 46% et 18/46/00,350,yes,furodan,no,,yes,weeden propanyl,5/28/16,2,0,82,shop,,2300,market,8/20/16,1,yes,6000,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,40000,hydraulic_pump
847,847,5298,5100,Validated,Enable,10,10/16/16 4:10,2,owned,0.4,976,-15.98229094312 | 16.465584043929,Autres,black,good,flat,4810,5298,validated,9/23/16 0:28,yes,1,irrigated_rice,,cash,2.9,family,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,,no,,,yes,no,2/20/16,certified,good yield,0,140,0,325,no,,no,,yes,4,DAP/Urea,urÈe 46% et 18/46/00,350,yes,furodan,no,,yes,londax propanyl weeden,5/27/16,2,0,82,shop,,2200,market,8/10/16,2,yes,4500,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,38000,hydraulic_pump
848,848,5299,5101,Validated,Enable,10,10/16/16 3:57,3,owned,0.45,3640,-15.981878113759 | 16.466188177011,Autres,black,medium,flat,4811,5299,validated,9/23/16 0:25,yes,2,irrigated_rice,,cash,2.8,family,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,,no,,,yes,no,2/15/16,certified,more yield,0,140,0,325,no,,no,,yes,4,DAP/Urea,urÈe 46% et 18/46/00,350,yes,furodan,no,,yes,weeden propanyl londax,5/29/16,2,0,80,shop,,2100,market,8/15/16,1,yes,4500,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,37500,hydraulic_pump
849,849,5300,5102,Validated,Enable,10,10/14/16 16:01,3,owned,0.8,4094,-15.984096757939 | 16.466649828701,Autres,black,medium,flat,4812,5300,validated,9/23/16 0:16,yes,2,irrigated_rice,,cash,2.9,family,0,0,no,no,no,no,no,no,no,no,yes,no,no,no,,no,,,yes,no,2/12/16,certified,good yield,0,140,0,350,no,,no,,yes,4,DAP/Urea,urÈe 46% et 18/46/00,350,yes,furodan,no,,yes,weeden londax propanyl,6/1/16,2,0,82,shop,,2400,market,8/25/16,1,yes,8000,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,68500,hydraulic_pump
850,850,5301,5103,Validated,Enable,10,10/28/16 13:14,1,owned,0.5,4130,-15.983535117722 | 16.467172834286,Autres,black,medium,flat,4813,5301,validated,9/23/16 0:12,yes,2,irrigated_rice,,cash,2.8,family,0,0,no,no,no,no,no,no,no,no,yes,no,no,no,,no,,,yes,no,8/17/16,certified,good yield,0,140,0,350,no,,no,,yes,4,DAP/Urea,urÈe 46% et 18_46_00,350,yes,furodan,no,,yes,londax weeden propanyl,0000-00-00,2,0,80,shop,,2100,market,8/10/16,1,yes,6000,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,42000,hydraulic_pump
851,851,5302,5104,Validated,Enable,10,10/24/16 14:41,1,owned,0.45,4241,-15.996243628311 | 16.460306747679,Autres,brown,good,flat,4814,5302,validated,10/24/16 14:42,yes,2,irrigated_rice,,cash,2.9,family,0,0,no,no,no,no,no,no,yes,no,yes,no,no,no,,no,,,yes,no,2/14/16,certified,good yield,0,140,0,375,no,,no,,yes,4,DAP/Urea,urÈe 46% et18/46/00,350,yes,furodan,no,,yes,weeden propanyl,6/5/16,2,0,82,shop,,2400,market,7/30/16,1,yes,4500,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,37500,hydraulic_pump
852,852,5303,5105,Validated,Enable,10,10/16/16 4:21,2,owned,0.5,6120,-15.980932167657 | 16.469698894391,Autres,black,good,flat,4815,5303,validated,10/16/16 4:20,yes,1,irrigated_rice,,cash,2.8,family,0,0,no,no,no,no,no,no,no,no,yes,no,no,no,,no,,,yes,no,2/16/16,certified,good yield,0,140,0,325,no,,no,,yes,4,DAP/Urea,urÈe 46 et 18/46/00,350,yes,furodan,no,,yes,weeden propanyl,5/25/16,2,0,82,shop,,2100,market,8/22/16,1,yes,5000,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Aspersion,40000,hydraulic_pump
853,853,5309,4133,Validated,Enable,2,11/16/16 12:18,1,owned,1,6688,-14.284087971898 | 16.418033400322,Autres,black,medium,flat,4821,5309,validated,11/21/16 15:32,yes,1,irrigated_rice,,subsistence,9,family,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,yes,no,8/10/15,traditional,,1,120,2,350,yes,mechanized,no,,yes,8,DAP/Urea,,400,no,,no,,yes,propanil weedone,9/24/15,1,5,80,shop,,355,market,12/15/16,1,yes,10000,yes,0,moderate,no,1,irrigated_rice,subsistence,no,1,8/5/16,8/21/16,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,yes,,yes,0,0,bank,10%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
854,854,5311,4330,Validated,Enable,2,11/10/16 15:01,1,owned,0.98,9855,-14.283783580029 | 16.418441316278,Autres,brown,medium,flat,4822,5311,validated,11/21/16 15:22,yes,1,irrigated_rice,,subsistence,6,family,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,yes,no,5/5/16,traditional,,1,120,2,350,yes,mechanized,,,yes,8,DAP/Urea,18  46  00,400,no,,no,,yes,propanil et weedone,9/14/16,1,5,80,shop,,630,market,0000-00-00,2,yes,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
855,855,5312,4538,Validated,Enable,2,11/21/16 10:59,1,owned,0.6,9759,-14.283386243388 | 16.418870766905,Autres,black,medium,flat,4823,5312,validated,11/22/16 10:29,yes,1,irrigated_rice,,subsistence,9,gifted,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,yes,no,5/8/16,traditional,,1,120,3,350,yes,mechanized,no,,yes,8,DAP/Urea,,400,no,,no,,yes,propanil et weedone,8/22/16,1,5,80,shop,,630,market,12/23/16,2,yes,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
856,856,5313,4335,Validated,Enable,2,10/13/16 15:15,1,owned,0.35,3870,-14.284221991075 | 16.417790330227,Autres,black,medium,flat,4824,5313,validated,11/21/16 12:56,yes,1,irrigated_rice,,subsistence,6,family,0,100000,no,no,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,yes,no,5/4/16,traditional,,1,120,2,350,yes,mechanized,no,,yes,8,DAP/Urea,18 46 00,400,no,,no,,yes,propanil weedone,9/7/16,1,5,80,shop,,480,market,0000-00-00,1,yes,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
857,857,5314,4201,Validated,Enable,2,10/25/16 12:48,2,owned,0.9,9117,-14.284485222556 | 16.417533472774,Autres,brown,medium,flat,4825,5314,validated,11/21/16 15:12,yes,1,irrigated_rice,,subsistence,6,family,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,yes,no,5/4/16,traditional,,1,120,2,350,yes,mechanized,,,yes,8,DAP/Urea,18  46  00,400,no,,no,,yes,propanil et weedone,9/9/16,1,5,80,shop,,530,market,0000-00-00,2,yes,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
858,858,5315,4198,Validated,Enable,2,10/11/16 10:21,2,owned,1,4377,-14.284761782081 | 16.417197226159,Autres,black,medium,flat,4826,5315,validated,10/11/16 10:22,yes,2,irrigated_rice,,subsistence,0,,0,0,no,no,no,no,no,no,no,no,no,no,yes,no,,,,,yes,no,0000-00-00,,,0,0,0,0,,,,,no,0,,,0,,,,,,,0000-00-00,0,0,0,,,0,,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,no,,,,0,
859,859,5316,4533,Validated,Enable,2,10/11/16 10:28,3,owned,0.3,2688,-14.284758842595 | 16.416902272313,Autres,black,medium,flat,4827,5316,validated,11/21/16 14:51,yes,3,irrigated_rice,,cash,6,gifted,0,100000,no,no,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,yes,no,5/9/16,traditional,,1,120,2,350,yes,mechanized,no,,yes,8,DAP/Urea,18  46  00,400,no,,no,,yes,propanil weedone,8/25/16,1,5,80,shop,,690,market,0000-00-00,2,yes,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
860,860,5317,4124,Validated,Enable,2,10/11/16 10:16,1,owned,1,10790,-14.286051441803 | 16.418081072298,Autres,black,good,flat,4828,5317,validated,10/11/16 10:17,yes,2,rainfed_rice,,subsistence,2,family,0,0,no,no,no,no,no,no,no,no,no,no,no,no,,,,,,,0000-00-00,,,0,0,0,0,,,,,no,0,,,0,,,,,,,0000-00-00,0,0,0,,,0,,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,no,,,,0,
861,861,5318,4333,Validated,Enable,2,10/11/16 10:09,1,owned,0.8,3472,-14.285689989421 | 16.418479940872,Autres,black,medium,flat,4829,5318,validated,10/11/16 10:12,yes,1,irrigated_rice,,subsistence,0,family,0,0,yes,no,no,no,no,no,no,no,yes,no,no,no,,,,,yes,no,0000-00-00,certified,manuel,20,0,3,0,yes,manual,,,no,0,,,0,,,,,,,0000-00-00,0,0,0,,,0,,0000-00-00,0,no,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,no,,,,0,
862,862,5319,4527,Validated,Enable,2,11/10/16 15:09,1,owned,1,9697,-14.284631567796 | 16.419541925669,Autres,brown,medium,flat,4830,5319,validated,11/21/16 12:42,yes,1,irrigated_rice,,subsistence,7,gifted,0,0,no,no,no,no,no,no,no,no,yes,no,yes,no,,yes,horse,,yes,no,5/3/16,traditional,,2,120,3,350,yes,mechanized,no,,yes,8,DAP/Urea,18  46  00,400,no,,no,,yes,propanil et weedone,8/15/16,1,4,80,shop,,460,market,0000-00-00,2,yes,0,no,0,,no,,,,no,0,0000-00-00,0000-00-00,0,0,0,,,,,,,0000-00-00,,0,0,,0000-00-00,,0,0,,,,0,0,,0%,yes,irrigated_rice,DAP/Urea,Bassin/Submersion,100000,river
